2023/0/9,120.0,77.0,0.0,197.0,532.2,12.0,17.0
2023/0/8,120.0,77.0,0.0,197.0,481.22,12.5,19.0
2023/0/7,120.0,77.0,0.0,197.0,557.6,11.0,19.0
2023/0/6,120.0,77.0,0.0,197.0,485.4,12.5,19.0
2023/0/5,120.0,77.0,0.0,197.0,516.34,12.5,18.0
2023/0/4,120.0,78.0,0.0,198.0,489.8,12.5,20.0
2023/0/3,120.0,78.0,0.0,198.0,516.62,12.0,21.0
2023/0/2,120.0,78.0,0.0,198.0,489.28,12.5,21.0
2023/0/1,120.0,78.0,0.0,198.0,538.68,12.0,22.0
2022/10/1,110.0,210.0,310.0,630.0,520.0,3.0,26.0
2022/11/31,120.0,78.0,0.0,198.0,438.94,13.5,20.0
2022/11/30,120.0,75.0,0.0,195.0,469.14,13.0,19.0
2022/11/29,120.0,78.0,0.0,198.0,434.98,13.5,18.0
2022/11/28,120.0,78.0,0.0,198.0,509.42,13.0,18.0
2022/11/27,120.0,76.0,0.0,196.0,501.28,12.5,17.0
2022/11/26,120.0,76.0,0.0,196.0,552.22,12.0,17.0
2022/11/25,120.0,76.0,0.0,196.0,483.78,12.5,19.0
2022/11/24,120.0,76.0,0.0,196.0,486.6,13.5,18.0
2022/11/23,120.0,76.0,0.0,196.0,448.68,14.5,20.0
2022/11/22,120.0,75.0,0.0,195.0,424.0,14.5,20.0
2022/11/21,120.0,73.0,0.0,193.0,432.24,14.5,21.0
2022/11/20,120.0,74.0,0.0,194.0,409.98,15.5,23.0
2022/11/19,120.0,74.0,0.0,194.0,391.82,15.5,24.0
2022/11/18,120.0,74.0,0.0,194.0,393.26,15.5,26.0
2022/11/17,120.0,74.0,0.0,194.0,391.44,15.5,25.0
2022/11/16,120.0,74.0,0.0,194.0,401.54,15.5,24.0
2022/11/15,120.0,74.0,0.0,194.0,396.02,15.0,22.0
2022/11/14,120.0,74.0,0.0,194.0,435.42,14.5,21.0
2022/11/13,120.0,75.0,0.0,195.0,419.32,14.5,22.0
2022/11/12,120.0,75.0,0.0,195.0,402.8,15.0,25.0
2022/11/11,120.0,75.0,0.0,195.0,408.46,15.0,25.0
2022/11/10,120.0,75.0,0.0,195.0,418.76,15.0,24.0
2022/11/9,120.0,73.0,0.0,195.0,418.86,15.0,23.0
2022/11/8,120.0,73.0,0.0,195.0,403.32,15.0,22.0
2022/11/7,120.0,73.0,0.0,195.0,403.8,15.0,21.0
2022/11/6,120.0,73.0,0.0,193.0,430.88,14.5,21.0
2022/11/5,120.0,73.0,0.0,193.0,413.26,15.0,22.0
2022/11/4,120.0,73.0,0.0,193.0,407.04,15.0,24.0
2022/11/3,120.0,73.0,0.0,193.0,388.04,15.0,24.0
2022/11/2,120.0,73.0,0.0,193.0,401.7,14.0,23.0
2022/11/1,120.0,48.0,0.0,168.0,409.94,12.5,24.0
2022/10/30,120.0,47.0,0.0,167.0,454.24,11.5,23.0
2022/10/29,120.0,47.0,0.0,167.0,449.82,11.5,23.0
2022/10/28,120.0,47.0,0.0,167.0,492.94,11.5,25.0
2022/10/27,120.0,47.0,0.0,167.0,451.04,12.0,23.0
2022/10/26,120.0,47.0,0.0,167.0,485.88,12.0,19.0
2022/10/25,120.0,47.0,0.0,167.0,408.34,13.0,20.0
2022/10/24,120.0,47.0,0.0,167.0,442.98,12.5,22.0
2022/10/23,120.0,47.0,0.0,167.0,426.86,13.0,24.0
2022/10/22,120.0,46.0,0.0,166.0,443.28,12.5,25.0
2022/10/21,120.0,46.0,0.0,166.0,420.56,13.0,31.0
2022/10/20,120.0,46.0,0.0,166.0,430.98,12.5,28.0
2022/10/19,120.0,46.0,0.0,166.0,399.34,13.0,26.0
2022/10/18,120.0,46.0,0.0,166.0,399.22,13.5,24.0
2022/10/17,120.0,46.0,0.0,166.0,416.84,12.5,23.0
2022/10/16,120.0,46.0,0.0,166.0,437.08,12.0,23.0
2022/10/15,120.0,46.0,0.0,166.0,441.32,12.0,24.0
2022/10/14,120.0,46.0,0.0,166.0,422.16,13.0,26.0
2022/10/13,120.0,46.0,0.0,166.0,411.28,13.0,27.0
2022/10/12,120.0,46.0,0.0,166.0,407.72,13.0,26.0
2022/10/11,120.0,46.0,0.0,166.0,392.24,12.0,24.0
2022/10/10,108.0,46.0,0.0,154.0,413.16,11.0,23.0
2022/10/9,108.0,46.0,0.0,154.0,464.38,10.5,22.0
2022/10/8,108.0,42.0,0.0,150.0,469.8,9.5,22.0
2022/10/7,120.0,42.0,0.0,162.0,422.06,12.5,25.0
2022/10/6,120.0,42.0,0.0,162.0,440.5,12.5,27.0
2022/10/5,120.0,42.0,0.0,162.0,424.52,12.0,26.0
2022/10/4,120.0,42.0,0.0,162.0,375.36,13.0,26.0
2022/10/3,120.0,67.0,0.0,187.0,382.1,16.0,26.0
2022/10/2,120.0,67.0,0.0,187.0,375.46,15.5,25.0
2022/10/1,120.0,67.0,0.0,187.0,383.34,15.0,26.0
2022/9/31,120.0,67.0,0.0,187.0,386.26,14.5,23.0
2022/9/30,120.0,67.0,0.0,187.0,394.22,14.0,27.0
2022/9/29,120.0,67.0,0.0,187.0,382.76,14.0,28.0
2022/9/28,120.0,67.0,0.0,187.0,367.52,15.5,28.0
2022/9/27,120.0,67.0,0.0,187.0,375.62,14.5,29.0
2022/9/26,120.0,67.0,0.0,187.0,391.34,14.0,30.0
2022/9/25,120.0,67.0,0.0,187.0,375.92,14.5,31.0
